"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_2780","Bloc Al Horra",13,3,9,1,-0.0662463671596477,0.0574709875491937,0.109627067550715,0.0812550202224124,-4.11929265230276,168.926873299713,-6.10819478949183,1.1719181419424,-0.519710101012499,0.486546667432705,"Ho"
