"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_4097","Bloc Al Horra",0,18,8,0,-0.089141831144553,0.0518342470999261,0.150520130508995,0.0761283574281293,-0.319980255246216,0.110407468757138,-4.4532294321393,0.768850413077493,-1.78474777357283,0.478757097705782,"Ho"
