"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_abst_mean","betas_abst_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"23","Bill_3680","Bloc Al Horra",16,2,8,0,-0.167514171587625,0.0593589404137535,-0.399428811040005,0.0601850134845753,-3.34032644897186,7.63518049928381,4.77575942824281,1.21434471240874,-1.45115074596097,0.479066426246678,"Ho"
"24","Bill_3681","Bloc Al Horra",16,1,9,0,-0.190274070844104,0.0424960516918433,-0.323975673732737,0.0362284546634975,-2.37602691196675,0.897908868048075,8.07548925827845,1.62450438161123,-1.78555611216392,0.478979398332878,"Ho"
"25","Bill_3685","Bloc Al Horra",18,1,7,0,-0.201280671837971,0.0391122596916365,-0.336587142848155,0.034659483275238,0.432544889187784,130.156766730102,7.99888803053604,1.64404045340984,-1.02780605447841,0.499118493591402,"Ho"
"26","Bill_3722","Bloc Al Horra",9,1,16,0,-0.0294311127237225,0.0631337518208419,-0.175422975442141,0.0481293239000208,-1.48508518262175,0.388288953058287,7.38822770631728,1.50898874951533,-2.44453250588994,0.481025603513481,"Ho"
"27","Bill_3724","Bloc Al Horra",11,0,15,0,-0.0301358029428778,0.0686959752415656,-0.193663751757736,0.0495397579451211,-1.73796304282828,0.440203451615657,6.62395059435155,1.42599866350789,-2.12649810709161,0.47922988509654,"Ho"
"28","Bill_3734","Bloc Al Horra",10,0,16,0,-0.0107149537253955,0.0661221079423724,-0.174573007900309,0.0467984405349912,-2.76783487788487,1.55692334375679,6.5959971889162,1.35782774834781,-1.54277579903046,0.486795984221906,"Ho"
"29","Bill_3894","Bloc Al Horra",23,0,3,0,-0.271413872698839,0.026625196492961,-0.346605060981015,0.0248757081133187,0.209833560221655,0.100770077480428,14.0989767746603,2.12489744210488,8.76251741058632,1.64606189898927,"Ho"
"30","Bill_3895","Bloc Al Horra",0,22,3,1,-0.273572437039462,0.0308308816821281,-0.177895542857542,0.0415179877068912,0.18160960687827,0.0911462894730974,-11.2358575193801,2.09182240413307,9.63706872641251,1.76075238754142,"Ho"
"31","Bill_3896","Bloc Al Horra",1,22,3,0,-0.263200440733638,0.027749953988923,-0.185523027955763,0.0343029693857191,0.19962159916978,0.0939691137677685,-13.7253179420987,2.29103902529105,8.93567803168953,1.63525238057226,"Ho"
"32","Bill_3897","Bloc Al Horra",1,21,4,0,-0.257853773541224,0.0255318581217934,-0.191064699394071,0.0294384949360175,0.240540548041679,0.110867346511512,-15.8987137275728,2.50321708343877,8.39271520786775,1.65542907887854,"Ho"
"33","Bill_3898","Bloc Al Horra",2,21,3,0,-0.230977042032164,0.0339715388608502,-0.139943785567889,0.0477884677571634,0.202671070542422,0.097206767518038,-11.8617663334815,2.3129281801528,9.21177111062538,1.69514048919067,"Ho"
"34","Bill_3899","Bloc Al Horra",1,21,4,0,-0.239634372923963,0.0315433603944891,-0.150652727015843,0.0426235936405203,0.139414467932741,0.0790305766421431,-12.0911723047426,2.31227335206485,10.5253476718605,1.87556702649796,"Ho"
"35","Bill_3900","Bloc Al Horra",1,21,4,0,-0.250872960142997,0.0308689614972334,-0.167371870108503,0.0401890972791909,0.128064745969259,0.0737923792724116,-12.8430728154345,2.37327796052543,11.1221406046691,1.8983232155705,"Ho"
"36","Bill_3907","Bloc Al Horra",19,0,7,0,-0.193191744636699,0.0382530158261103,-0.280700495258169,0.0286221485374238,0.108860046271983,0.0730818504948172,12.2665587074854,2.26123792158865,10.87140604592,1.84952562119546,"Ho"
"37","Bill_3908","Bloc Al Horra",1,20,5,0,-0.24607185652093,0.0309752765617106,-0.163707543386812,0.0400504824887974,0.175362323836326,0.0913247060607976,-12.9938122298925,2.2900835136449,9.30616665782733,1.71372058470137,"Ho"
"38","Bill_3918","Bloc Al Horra",1,15,10,0,-0.296643793392346,0.0304205008935908,-0.195733195538601,0.0397256811300474,0.312276665975743,0.143564093612644,-10.6384120746824,1.982944980413,6.55077565848728,1.42804123396714,"Ho"
"39","Bill_3919","Bloc Al Horra",1,15,10,0,-0.247842082466828,0.0361244787854264,-0.144051635980909,0.0535596753573969,0.244769054746451,0.120570740735827,-10.4717133224293,2.18879253272756,7.53757079160334,1.53818737762795,"Ho"
"40","Bill_3941","Bloc Al Horra",0,15,11,0,-0.228177764796633,0.0401839210138339,-0.13450553441013,0.0570719298598783,-0.0203486616947113,0.0454653938957467,-11.6644498449542,2.62781288773762,14.296088385178,2.10110564670731,"Ho"
"41","Bill_4094","Bloc Al Horra",0,16,10,0,-0.0304749250094782,0.0584023843279058,0.194761642508674,0.0841872755249595,-3.22592372056159,14.5833614354575,-4.73734073197987,0.809874602375077,-1.72839498916079,0.48108135871562,"Ho"
"42","Bill_4097","Bloc Al Horra",0,18,8,0,-0.089141831144553,0.0518342470999261,0.150520130508995,0.0761283574281293,-2.67339110637054,1.56087371198222,-4.4532294321393,0.768850413077493,-1.78474777357283,0.478757097705782,"Ho"
"43","Bill_4098","Bloc Al Horra",0,19,7,0,-0.117756252204189,0.0520433988124374,0.117439844667873,0.0736750281443082,-3.20945166239489,2.00476049659272,-4.528261935714,0.753557383608291,-1.56468782852754,0.492917393440167,"Ho"
"44","Bill_4099","Bloc Al Horra",1,19,6,0,-0.0970829403816102,0.0554497762260236,0.144763783333368,0.0763726648462978,-2.78315900896229,0.963900339237383,-4.39684315968641,0.704857911337174,-1.80908419584582,0.488143683247057,"Ho"
"45","Bill_4100","Bloc Al Horra",0,20,6,0,-0.0706381600828364,0.0502906480512818,0.144982533736249,0.0701353868689848,-3.66850576646695,17.4658167814146,-4.93028872075931,0.795304007255253,-1.6634248229772,0.482658478123035,"Ho"
"46","Bill_4101","Bloc Al Horra",0,19,7,0,-0.0930608334766215,0.0465944281973044,0.0884506788324099,0.0644242042096105,-3.42861640663239,4.74375321084119,-5.85683487732087,0.951822338812089,-1.51687268323501,0.521406810050359,"Ho"
"47","Bill_4102","Bloc Al Horra",0,19,7,0,-0.0606348244698924,0.0588585934296924,0.177240803229705,0.0880173470080234,-3.43293448444523,8.44662523208118,-4.50784616142571,0.823082220721513,-1.3504229619823,0.484631949585434,"Ho"
"48","Bill_4115","Bloc Al Horra",0,20,6,0,-0.0964108437447366,0.0507425249990952,0.11662115162865,0.0736824800697897,-2.79039708192946,1.03786994620675,-5.00873728193672,0.856748101712095,-1.68297567565818,0.478233781661867,"Ho"
"49","Bill_4120","Bloc Al Horra",0,20,6,0,-0.0939051788060379,0.0522610051554323,0.132247973530908,0.0761828295327083,-2.99836448029528,1.42472517208682,-4.71620178958488,0.80774591838026,-1.60172469211224,0.470393111005302,"Ho"
"50","Bill_4121","Bloc Al Horra",0,20,6,0,-0.126505078914742,0.051276264268843,0.0830180240100372,0.0752841302468369,-3.27528060668598,4.27555840826187,-5.10526875641814,0.902671975320598,-1.48215638409639,0.479488970836376,"Ho"
"51","Bill_4122","Bloc Al Horra",0,19,7,0,-0.120327177745601,0.0512420034352054,0.101066552036118,0.0718514314918659,-2.91120862168816,2.54263902995769,-4.8182473291491,0.830443286522144,-1.71862514576396,0.483861152873303,"Ho"
"52","Bill_4123","Bloc Al Horra",0,20,6,0,-0.11132563416266,0.0522797849009449,0.110201360175359,0.0761765954292505,-2.95054409843313,1.4906822059698,-4.8205453098865,0.843530013595529,-1.66791129281695,0.493854504746138,"Ho"
"53","Bill_4125","Bloc Al Horra",0,20,6,0,-0.0644048136160053,0.0697928432736499,0.278653823497564,0.112034628008748,-1.68941530542476,0.305216121313145,-3.13757485124183,0.596988117565953,-3.00022391988589,0.590858447671585,"Ho"
