"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_3941","Bloc Al Horra",0,15,11,0,-0.228177764796633,0.0401839210138339,-0.13450553441013,0.0570719298598783,-0.290715070797464,0.0239808302691766,-11.6644498449542,2.62781288773762,14.296088385178,2.10110564670731,"Ho"
