"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_3517","Bloc Al Horra",16,2,8,0,-0.17908138016526,0.0590169083353934,-0.406563271632007,0.0625713950253406,0.0211096090317792,0.411246799051488,4.87875402816946,1.25181222251562,-1.44320292363813,0.478908887113826,"Ho"
