"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_3577","Bloc Al Horra",11,0,15,0,-0.0327140063821103,0.0668280550241167,-0.19602268205192,0.0490478485070261,-1.74821288615227,0.451630395627729,6.61576086811027,1.36871113540046,-2.11643379464602,0.470698897312123,"Ho"
