"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_2322","Bloc Al Horra",9,3,13,1,-0.0450118154994475,0.0526175172375777,0.136907200968831,0.0719194847076815,-2.60469112416428,0.920573215603967,-5.86005153068782,0.994320780763223,-1.76394210198233,0.478386309608116,"Ho"
