"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_2536","Bloc Al Horra",6,0,5,15,-0.0296528515524519,0.0381254686588329,0.0797375562948675,0.0499026213532187,-8.02936873877384,66.3887052986824,-9.69126483598119,1.48554247912078,-1.31615909988389,0.661489530217751,"Ho"
