"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_4102","Bloc Al Horra",0,19,7,0,-0.0606348244698924,0.0588585934296924,0.177240803229705,0.0880173470080234,-3.43293448444523,8.44662523208118,-4.50784616142571,0.823082220721513,-1.3504229619823,0.484631949585434,"Ho"
