"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_2543","Bloc Al Horra",6,0,5,15,-0.00245132722507586,0.0426849384685197,0.136852573007367,0.0547587697381866,-3.91139518537499,3.64603319121069,-7.57071143756832,1.03810143597317,-1.77451599607257,0.659645680554217,"Ho"
