"","bill_num","bloc","absent","no","yes","abstain","betas_yes_mean","betas_yes_sd","betas_no_mean","betas_no_sd","betas_absent_mean","betas_absent_sd","sigmas_ord_mean","sigmas_ord_sd","sigmas_abs_mean","sigmas_abs_sd","bloc_l"
"1","Bill_4120","Bloc Al Horra",0,20,6,0,-0.0939051788060379,0.0522610051554323,0.132247973530908,0.0761828295327083,-2.99836448029528,1.42472517208682,-4.71620178958488,0.80774591838026,-1.60172469211224,0.470393111005302,"Ho"
