her_name,list_name,list_pos,bloc_name,bloc_start,bloc_end,bloc2_name,bloc2_start,bloc2_end,education,education_year,pol_history,session
Leila Zahaf,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat en Philosophie au lycée Carnot de Tunis (1975) Licence en Esthétique et Sciences de l'Art de l'Institut Technologique d'Art d'Architecture et d'Urbanisme Diplôme d'Études Approfondies en Esthétique et Sciences de l'Art de l'Institut Technologique d'Art d'Architecture et d'Urbanisme ,1975 NA NA,Enseignante universitaire à l'Institut supérieur des beaux-arts de Tunis (1979 - 2014),Deuxième session parlementaire
Nadia Zangar,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Doctorat en médecine dentaire,"NA",,Deuxième session parlementaire
Souad Zaouali,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2017-07-20,Bloc National,2017-09-20,NA,Baccalauréat en sciences du lycée secondaire Montfleury - Tunis (1976) Diplôme d'ingénieur en informatique de la Faculté des Sciences de Tunis (1983) Diplôme en administration électronique de l'École Nationale d'Administration - Institut de Développement des Compétences des Hauts Fonctionnaires (2008 - 2009),1976 1983 2008,"Directrice des études au Centre de l'Informatique au ministère des finances (1994) Directrice de l'informatique, de l'organisation et des programmes au ministère des domaines de l'Etat et des affaires foncières (1997) Directrice Générale de l'Informatique au ministère des domaines de l'Etat et des affaires foncières (2001) Directrice Générale à la SNIT Nord (2010)",Deuxième session parlementaire
Ridha Zghondi,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-04-20,Mouvement Nidaa Tounes,2016-05-20,NA, ,NA NA, ,Deuxième session parlementaire
Yamina Zoghlami,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée privé El Ghazali (1989) Maitrise en histoire de la Faculté des Lettres et des Sciences Humaines 9 avril de Tunis (1995) Diplôme d'études approfondies en histoire moderne de la Faculté des Lettres et des Sciences Humaines 9 avril de Tunis (1997),1989 9 9,"Enseignante du secondaire au lycée privé ""Le progrès"" (1995- 2011)",Deuxième session parlementaire
Hafedh Zouari,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,NA,NA,NA,NA,Conseiller auprès de la municipalité de Kalâa Kebira (1995 - 2000),1995,"Membre de la Jeune Chambre Economique de Kalâa Kebira Président de l'Hirondelle sportive de Kalâa Kebira Président de l'association caritative ""dignité""",Deuxième session parlementaire
Mohamed Zrig,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,2 ans de physique – chimie à la faculté des sciences de Tunis,2,Chef de département au sein de la société arabe des engrais phosphatés et azotés du complexe industriel de Gabès (1981),Deuxième session parlementaire
Leila ِChettaoui Bougatef,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2017-05-20,Bloc Al Horra du Mouvement Machrouu Tounes,2017-06-20,NA,Baccalauréat en Mathématiques au lycée Khaznadar de Tunis (1987) Maîtrise en gestion comptable à l'Institut Supérieur de Gestion de Tunis (1991) Certificat d'études Supérieures (CES) de Révision Comptable (1992),1987 1991 1992,Réviseur Comptable à PricewaterhouseCoopers - PwC (1991 - 1995) Directrice Administrative et Financière auprès du Groupe Beldi (1995 - 1999) Directrice Administrative et Financière auprès du Groupe Galian (2002 - 2004) Directrice Générale à l'Unité Tunisienne de sellerie (2004 - 2007) Enseignante à l'Institut Supérieur de Comptabilité et d'Administration des Entreprises - ISCAE à la Mannouba (2010- 2012) Dirigeante à Erickson College de développement humain en Tunisie (2010- 2012) Présidente de Impact Coaching (Depuis 2009),Deuxième session parlementaire
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samia Abbou,Courant Démocratique,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,Diplôme d’études approfondies de la Faculté de Droit (2010),2010,A rejoint le parti du Congrès Pour la République (2006 - 2013),Première session parlementaire
Badreddine Abdelkefi,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme en sciences de la faculté des sciences de Sfax (1981),1981,Représentant des étudiants du sud durant le sommet du mouvement islamique en avril 1981,Première session parlementaire
Abir Abdelli,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,"Baccalauréat en économie gestion au lycée de Regueb (1997) Maîtrise en sciences de gestion de la Faculté de droit et des sciences politiques de Sousse (2002)  Diplôme d'Etudes Supérieures Spécialisées en sciences informatiques appliquées à la gestion à la Cité Technologique des Communications, SUPCOM, El Ghazela Tunis (2004)",1997 2002 2004,"Responsable commercial à BFTM (2004 - 2007) Responsable revendeur au journal ""Les Annonces"" (2007) Gestionnaire ressources humaines à Adecco Tunisie (2008 - 2012) Gestionnaire ressources humaines à kromberg & schubert (2012 - 2013) Responsable ressources humaines à Carthage Créances (2014)",Première session parlementaire
Asma Abou Hana,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en Droit,"NA",,Première session parlementaire
Mohamed Anouar Adhar,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,2018-03-20,Allégeance à la Patrie,2018-04-20,NA,Diplôme en génie civile de l'Ecole Polytechnique de Lviv de l'Ex-Union Soviétique (1985),1985,A rejoint le parti Afek Tounes en 2014,Première session parlementaire
Oussama Al Sghaier,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Licence en sciences politiques et relations diplomatiques internationales à l'université ""La Sapienza"" de Rome","NA",Elu à l'Assemblée Nationale Constituante sur la liste du mouvement Ennahdha de la circonscription de l'Italie (2011 - 2014) Responsable de l'information du conseil de la choura du mouvement Ennahdha,Première session parlementaire
Lotfi Ali,Parti l,4623 voix,Bloc Social-Démocrate,2014-12-20,2016-07-20,Mouvement Nidaa Tounes,2016-07-20,NA,,,,Première session parlementaire
Aymen Aloui,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Souhail Alouini,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat scientifique du collège bruxellois Jean XXIII (1976) Candidature en sciences médicales à l'Université catholique de Louvain (1976 - 1979) Doctorat en médecine de l'Université libre de Bruxelles (1982),1976 1976 1982,"Chef de service de chirurgie pédiatrique à l'hôpital militaire Zayed, Abu Dhabi (1997 - 2011) Chef de service de chirurgie pédiatrique à l'hôpital militaire Zayed, Abu Dhabi (1997 - 2011) Chirurgien pédiatre au Centre médical Ibn Sina depuis 2011",Première session parlementaire
Nizar Amami,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Ahmed Ameri,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Cours par correspondance en raffinage du gaz naturel dans un établissement privé en Belgique (1977) Diplômes de formation en spécialité du centre de formation de Khelidia, Tunis (1982)",1977 1982,Traducteur auprès d'étudiants américains à l'Institut des Régions Arides de Medenine (1974 - 1976) Chef d'équipe spécialisée en raffinage du gaz dans les champs d' El Borma auprès de la Société Tunisienne de l'Electricité et du Gaz (1976) Interruption du travail pendant 20 ans en raison des procès de 1987 et la reprise en vertu de l'amnistie générale de 2011,Première session parlementaire
Hssan Amri,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Formation libre - technicien informatique,"NA",Membre du Conseil National du mouvement Nidaa Tounes (2012),Première session parlementaire
Noura Amri,Mouvement Nidaa Tounes,6ème sur la liste,Mouvement Nidaa Tounes,2015-07-20,NA,NA,NA,NA,,,,Première session parlementaire
Ammar Amroussia,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Mbarka Aouania ,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire (1988) Des études supérieures en Droit à la faculté de Droit et des Sciences Politiques de Tunis,1988 NA,,Première session parlementaire
Jihen Aouichi,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA, ,NA NA,  ,Première session parlementaire
Sahbi Atig,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat scientifique et technologique  A rejoint la  Faculté des Sciences mathématiques, physiques et naturelles de Tunis Licence de théologie à l’université de la Zeitouna (1985) Diplôme d'études approfondies porté sur l’œuvre de Mohamed Tahar Ben Achour",NA NA 1985 NA,A rejoint le Mouvement de la Tendance Islamique puis le mouvement Ennahdha (1975),Première session parlementaire
Wafa Attia,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2015-02-20,NA,NA,NA,NA,,,,Première session parlementaire
Chafik Ayadi,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,"Baccalauréat au lycée secondaire 15 novembre, route El Ain (1976) A étudié les ressources humaines à la faculté de gestion de Sfax A étudié l'histoire à la faculté des lettres en Irak ensuite à la faculté des lettres de la Mannouba",15 NA NA,A rejoint l'enseignement au secondaire en 1984,Première session parlementaire
Chaker Ayadi,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Fathi Ayadi,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Dalila Babba,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence en droit de la Faculté de Droit de Sousse  A poursuivi ses études en droit privé à l'Université de Grenoble ,NA NA,Militante politique auprès du mouvement Ennahdha dès l'âge de 15 ans,Première session parlementaire
Kalthoum Badreddine,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat au lycée secondaire 20 Mars 1956 de Sfax (1982) Licence en Droit (1986) Equivalence de l'aptitude à la profession d'avocat en validant la première année de master (1987),20 1986 1987,Elue à l'Assemblée Nationale Constituante sur la liste du mouvement Ennahdha de la circonscription Sfax 2 (2011 - 2014) Membre du conseil de la Choura du mouvement Ennahdha,Première session parlementaire
Chakib Bani,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Walid Banneni,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme de l'Ecole Nationale d'Administration en 1976 Diplôme de gestion des entreprises,1976 NA,Chef de service au ministère du Transport,Première session parlementaire
Salah Bargaoui,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,,,,Première session parlementaire
Tarek Barrak,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Souad Bayouli,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Mohamed Ali Bedoui,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Ali Belakhoua,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-04-20,Mouvement Nidaa Tounes,2016-06-20,NA,Baccalauréat (1983) Diplôme d'ingénieur électrique de l'Université du Missouri aux États-Unis d'Amérique (1987),1983 1987,Directeur Général de la Société Starz Electronics depuis 2011,Première session parlementaire
Abdelmoumen Belanes,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Haykel Belgacem,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,  ,NA NA NA,,Première session parlementaire
Mondher Belhaj Ali,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Diplômé de la Faculté de Droit et des Sciences Economiques de Tunis,"NA",Membre du comité exécutif du mouvement Nidaa Tounes depuis Septembre 2012,Première session parlementaire
Bochra Belhaj Hamida,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-03-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,Baccalauréat en Lettres au lycée secondaire El Omrane (1975) Diplôme d'études supérieures en droit privé de la faculté de droit et des sciences politiques de Tunis (1980) Certificat d'Aptitude à la Profession d'Avocat (1981),1975 1980 1981,Avocate stagiaire (1981) Avocate auprès de la cour de cassation (1992),Première session parlementaire
Moez Belhaj Rhouma,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2015-02-20,NA,NA,NA,NA,,,,Première session parlementaire
Lakhdhar Belhouchat,Mouvement Ennahdha,5ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat sciences et mathématiques au lycée technique de Medenine (1985),1985,Maitre d'application principal depuis 1985,Première session parlementaire
Aroua Ben Abbas,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Première session parlementaire
Najia Ben Abdelhafidh,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2017-04-20,Bloc National,2017-05-20,NA,Diplôme en langue française et civilisation arabo-musulmane,"NA",,Première session parlementaire
Noureddine Ben Achour,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-04-20,Mouvement Nidaa Tounes,2016-05-20,NA,Baccalauréat en Lettres au lycée secondaire de Beja (1983) Licence en droit de la Faculté de Droit et des Sciences Politiques d'Alger (1987),1983 1987,Agriculteur depuis 1990 Avocat depuis 2014,Première session parlementaire
Mustapha Ben Ahmed,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,,"NA",,Première session parlementaire
Khawla Ben Aicha,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Licence Fondamentale en Gestion de l'Institut des Hautes Etudes Commerciales de Carthage (2010) Master en Marketing et relations Internationales de l'ESGCI (2012) MBA en Marketing et Publicité de l'ESG (2012) Master en Langues et Cultures Etrangères de l'Université de Lorraine(2013) Doctorat en sciences de l'information et de la communication de l'Université de Lorraine (en cours),2010 2012 2012 2013 NA,Consultante en marketing et communication Enseignante assistante à l'université de Lorraine,Première session parlementaire
Nadhir Ben Ammou,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,2017-09-20,Allégeance à la Patrie,2018-04-20,NA,Baccalauréat littéraire au lycée secondaire Ali Balhawen de Nabeul (1978) Licence en droit privé et en sciences criminelles de la Faculté de Droit et des Sciences Politiques de Tunis (1982) Diplôme d'études approfondies en droit privé et en sciences criminelles de la Faculté de Droit et des Sciences Politiques de Tunis (1984) Agrégation en droit privé et en sciences criminelles (1996) Doctorat d'Etat en droit privé et en sciences criminelles de la Faculté de Droit et des Sciences Politiques de Tunis (1996),1978 1982 1984 1996 1996,Assistant d'enseignement supérieur à la Faculté de Droit et des Sciences Politiques de Tunis (1984 - 1996) Avocat auprès de la cour de cassation depuis 1985 Professeur de l'enseignement supérieur à la Faculté de Droit et des Sciences Politiques de Tunis (1996 - 2014) Chef du département de droit privé à la Faculté de Droit et des Sciences Politiques de Tunis (2003 - 2005) Vice-doyen et directeur des études à la Faculté de Droit et des Sciences Politiques de Tunis (2008 - 2011),Première session parlementaire
