item_id,legislature,law_date,n_dates_resolved,discrimination,abs_discrimination,discrimination_median,ci_width,rhat,is_anchor,bill_title
Vote sur un amendement nouveau de l'article 10,ANC,2014-01-10,1,-0.710947388215,0.710947388215,-0.712685245,0.36862922200000003,0.9991501507921579,FALSE,Vote sur un amendement nouveau de l'article 10
Vote sur un amendement nouveau de l'article 102,ANC,2014-01-10,1,-0.218701212031215,0.218701212031215,-0.22651585000000002,1.0115454855,0.9994198573050511,FALSE,Vote sur un amendement nouveau de l'article 102
Vote sur un amendement nouveau de l'article 107,ANC,2014-01-10,1,-0.149984744251455,0.149984744251455,-0.145066375,1.0450086715,0.9997523837564767,FALSE,Vote sur un amendement nouveau de l'article 107
Vote sur un amendement nouveau de l'article 108,ANC,2014-01-10,1,-0.3231408393170035,0.3231408393170035,-0.32832101,0.8830573659999998,1.0001519482352368,FALSE,Vote sur un amendement nouveau de l'article 108
Vote sur un amendement nouveau de l'article 109,ANC,2014-01-10,1,-0.662487002955,0.662487002955,-0.674871795,0.5134668524999998,1.0036257708868432,FALSE,Vote sur un amendement nouveau de l'article 109
Vote sur un amendement nouveau de l'article 117,ANC,2014-01-10,1,-0.5044884974399,0.5044884974399,-0.521075195,0.7987990561,1.001149951989076,FALSE,Vote sur un amendement nouveau de l'article 117
Vote sur un amendement nouveau de l'article 118,ANC,2014-01-10,1,-0.623804736491,0.623804736491,-0.63586776,0.5739794795,1.0019145719610445,FALSE,Vote sur un amendement nouveau de l'article 118
Vote sur un amendement nouveau de l'article 119,ANC,2014-01-10,1,-0.366243082864765,0.366243082864765,-0.37123064,0.5751113419499999,1.0001885121103027,FALSE,Vote sur un amendement nouveau de l'article 119
Vote sur un amendement nouveau de l'article 12,ANC,2014-01-10,1,-0.2973228765593,0.2973228765593,-0.300143065,0.890385097,0.9998205766942937,FALSE,Vote sur un amendement nouveau de l'article 12
Vote sur un amendement nouveau de l'article 122,ANC,2014-01-10,1,-0.039500943358925,0.039500943358925,-0.0289352665,1.0507935345,1.0013097509526354,FALSE,Vote sur un amendement nouveau de l'article 122
Vote sur un amendement nouveau de l'article 123,ANC,2014-01-10,1,-0.235399301564225,0.235399301564225,-0.237321495,1.0188653825,1.0019885029858422,FALSE,Vote sur un amendement nouveau de l'article 123
