vote_id,law_id,law_title,vote_title,vote_date,period,bloc,status,n_yes,n_no,n_absent_unexcused,n_absent_excused,n_abstain,n_members,n_present,n_cast,bloc_majority,n_agree_within_bloc,pct_agree_within_bloc,bloc_majority_yn,pct_agree_within_bloc_yn,coalition_majority,pct_agree_within_coalition,follows_coalition
54d3755f12bdaa7fd95ef795,False,False,Vote de confiance au gouvernement de Habib Essid,2015-02-05,P1_2015-02..2018-09,Afek Tounes,coalition,6,0,0,0,0,6,6,6,yes,6,1,yes,1,yes,0.9515151515151515,TRUE
54d3755f12bdaa7fd95ef795,False,False,Vote de confiance au gouvernement de Habib Essid,2015-02-05,P1_2015-02..2018-09,Aucun bloc,independent,4,10,0,0,0,14,14,14,no,10,0.7142857142857143,no,0.7142857142857143,yes,0.9515151515151515,FALSE
54d3755f12bdaa7fd95ef795,False,False,Vote de confiance au gouvernement de Habib Essid,2015-02-05,P1_2015-02..2018-09,Front Populaire,opposition,0,14,1,0,0,15,14,14,no,14,1,no,1,yes,0.9515151515151515,FALSE
54d3755f12bdaa7fd95ef795,False,False,Vote de confiance au gouvernement de Habib Essid,2015-02-05,P1_2015-02..2018-09,Nahda,coalition,58,0,4,2,3,67,61,58,yes,58,0.9508196721311475,yes,1,yes,0.9515151515151515,TRUE
54d3755f12bdaa7fd95ef795,False,False,Vote de confiance au gouvernement de Habib Essid,2015-02-05,P1_2015-02..2018-09,Nidaa Tounes,coalition,77,1,0,0,4,82,82,78,yes,77,0.9390243902439024,yes,0.9871794871794872,yes,0.9515151515151515,TRUE
54d3755f12bdaa7fd95ef795,False,False,Vote de confiance au gouvernement de Habib Essid,2015-02-05,P1_2015-02..2018-09,Social-Démocrate,opposition,2,5,0,0,1,8,8,7,no,5,0.625,no,0.7142857142857143,yes,0.9515151515151515,FALSE
54d3755f12bdaa7fd95ef795,False,False,Vote de confiance au gouvernement de Habib Essid,2015-02-05,P1_2015-02..2018-09,Union Patriotique Libre,coalition,16,0,0,0,0,16,16,16,yes,16,1,yes,1,yes,0.9515151515151515,TRUE
54f09a8112bdaa3bd21fa593,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée des groupes parlementaires opposants uniquement ?",2015-02-27,P1_2015-02..2018-09,Afek Tounes,coalition,6,0,2,0,0,8,6,6,yes,6,1,yes,1,yes,0.6,TRUE
54f09a8112bdaa3bd21fa593,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée des groupes parlementaires opposants uniquement ?",2015-02-27,P1_2015-02..2018-09,Aucun bloc,independent,2,0,12,1,0,15,2,2,yes,2,1,yes,1,yes,0.6,TRUE
54f09a8112bdaa3bd21fa593,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée des groupes parlementaires opposants uniquement ?",2015-02-27,P1_2015-02..2018-09,Front Populaire,opposition,15,0,0,0,0,15,15,15,yes,15,1,yes,1,yes,0.6,TRUE
54f09a8112bdaa3bd21fa593,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée des groupes parlementaires opposants uniquement ?",2015-02-27,P1_2015-02..2018-09,Nahda,coalition,0,0,13,1,55,69,55,0,abstain,55,1,NA,NA,yes,0.6,FALSE
54f09a8112bdaa3bd21fa593,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée des groupes parlementaires opposants uniquement ?",2015-02-27,P1_2015-02..2018-09,Nidaa Tounes,coalition,74,0,7,4,0,85,74,74,yes,74,1,yes,1,yes,0.6,TRUE
54f09a8112bdaa3bd21fa593,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée des groupes parlementaires opposants uniquement ?",2015-02-27,P1_2015-02..2018-09,Social-Démocrate,opposition,0,0,8,0,0,8,0,0,NA,0,NA,NA,NA,yes,0.6,NA
54f09a8112bdaa3bd21fa593,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée des groupes parlementaires opposants uniquement ?",2015-02-27,P1_2015-02..2018-09,Union Patriotique Libre,coalition,10,2,0,1,3,16,15,12,yes,10,0.6666666666666666,yes,0.8333333333333334,yes,0.6,TRUE
5502ed9a12bdaa07a353834d,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée conjointement des groupes parlementaires opposants et des députés opposants ?",2015-02-27,P1_2015-02..2018-09,Afek Tounes,coalition,0,6,2,0,0,8,6,6,no,6,1,no,1,no,0.6,TRUE
5502ed9a12bdaa07a353834d,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée conjointement des groupes parlementaires opposants et des députés opposants ?",2015-02-27,P1_2015-02..2018-09,Aucun bloc,independent,0,2,12,1,0,15,2,2,no,2,1,no,1,no,0.6,TRUE
5502ed9a12bdaa07a353834d,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée conjointement des groupes parlementaires opposants et des députés opposants ?",2015-02-27,P1_2015-02..2018-09,Front Populaire,opposition,0,15,0,0,0,15,15,15,no,15,1,no,1,no,0.6,TRUE
5502ed9a12bdaa07a353834d,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée conjointement des groupes parlementaires opposants et des députés opposants ?",2015-02-27,P1_2015-02..2018-09,Nahda,coalition,0,0,17,1,51,69,51,0,abstain,51,1,NA,NA,no,0.6,FALSE
5502ed9a12bdaa07a353834d,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée conjointement des groupes parlementaires opposants et des députés opposants ?",2015-02-27,P1_2015-02..2018-09,Nidaa Tounes,coalition,1,72,8,4,0,85,73,73,no,72,0.9863013698630136,no,0.9863013698630136,no,0.6,TRUE
5502ed9a12bdaa07a353834d,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée conjointement des groupes parlementaires opposants et des députés opposants ?",2015-02-27,P1_2015-02..2018-09,Social-Démocrate,opposition,0,0,8,0,0,8,0,0,NA,0,NA,NA,NA,no,0.6,NA
5502ed9a12bdaa07a353834d,False,False,"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée conjointement des groupes parlementaires opposants et des députés opposants ?",2015-02-27,P1_2015-02..2018-09,Union Patriotique Libre,coalition,2,9,0,1,4,16,15,11,no,9,0.6,no,0.8181818181818182,no,0.6,TRUE
5500bbdf12bdaa07a3538338,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Projet de loi dans sa totalité,2015-03-04,P1_2015-02..2018-09,Afek Tounes,coalition,5,0,3,0,0,8,5,5,yes,5,1,yes,1,yes,0.9305555555555556,TRUE
5500bbdf12bdaa07a3538338,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Projet de loi dans sa totalité,2015-03-04,P1_2015-02..2018-09,Aucun bloc,independent,0,13,1,1,0,15,13,13,no,13,1,no,1,yes,0.9305555555555556,FALSE
5500bbdf12bdaa07a3538338,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Projet de loi dans sa totalité,2015-03-04,P1_2015-02..2018-09,Front Populaire,opposition,0,13,1,1,0,15,13,13,no,13,1,no,1,yes,0.9305555555555556,FALSE
5500bbdf12bdaa07a3538338,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Projet de loi dans sa totalité,2015-03-04,P1_2015-02..2018-09,Nahda,coalition,49,0,8,5,7,69,56,49,yes,49,0.875,yes,1,yes,0.9305555555555556,TRUE
5500bbdf12bdaa07a3538338,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Projet de loi dans sa totalité,2015-03-04,P1_2015-02..2018-09,Nidaa Tounes,coalition,72,0,9,4,0,85,72,72,yes,72,1,yes,1,yes,0.9305555555555556,TRUE
5500bbdf12bdaa07a3538338,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Projet de loi dans sa totalité,2015-03-04,P1_2015-02..2018-09,Social-Démocrate,opposition,0,3,3,1,1,8,4,3,no,3,0.75,no,1,yes,0.9305555555555556,FALSE
5500bbdf12bdaa07a3538338,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Projet de loi dans sa totalité,2015-03-04,P1_2015-02..2018-09,Union Patriotique Libre,coalition,8,1,4,1,2,16,11,9,yes,8,0.7272727272727273,yes,0.8888888888888888,yes,0.9305555555555556,TRUE
5500be9a12bdaa07a3538339,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Principe de passage au vote sur les articles,2015-03-04,P1_2015-02..2018-09,Afek Tounes,coalition,4,0,4,0,0,8,4,4,yes,4,1,yes,1,yes,0.9635036496350365,TRUE
5500be9a12bdaa07a3538339,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Principe de passage au vote sur les articles,2015-03-04,P1_2015-02..2018-09,Aucun bloc,independent,2,8,2,1,2,15,12,10,no,8,0.6666666666666666,no,0.8,yes,0.9635036496350365,FALSE
5500be9a12bdaa07a3538339,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Principe de passage au vote sur les articles,2015-03-04,P1_2015-02..2018-09,Front Populaire,opposition,0,9,5,1,0,15,9,9,no,9,1,no,1,yes,0.9635036496350365,FALSE
5500be9a12bdaa07a3538339,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Principe de passage au vote sur les articles,2015-03-04,P1_2015-02..2018-09,Nahda,coalition,46,0,14,5,4,69,50,46,yes,46,0.92,yes,1,yes,0.9635036496350365,TRUE
5500be9a12bdaa07a3538339,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Principe de passage au vote sur les articles,2015-03-04,P1_2015-02..2018-09,Nidaa Tounes,coalition,72,0,9,4,0,85,72,72,yes,72,1,yes,1,yes,0.9635036496350365,TRUE
5500be9a12bdaa07a3538339,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Principe de passage au vote sur les articles,2015-03-04,P1_2015-02..2018-09,Social-Démocrate,opposition,1,4,0,1,2,8,7,5,no,4,0.5714285714285714,no,0.8,yes,0.9635036496350365,FALSE
5500be9a12bdaa07a3538339,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Principe de passage au vote sur les articles,2015-03-04,P1_2015-02..2018-09,Union Patriotique Libre,coalition,10,1,4,1,0,16,11,11,yes,10,0.9090909090909091,yes,0.9090909090909091,yes,0.9635036496350365,TRUE
5500c27212bdaa07a353833a,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Article unique,2015-03-04,P1_2015-02..2018-09,Afek Tounes,coalition,5,0,3,0,0,8,5,5,yes,5,1,yes,1,yes,0.9300699300699301,TRUE
5500c27212bdaa07a353833a,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Article unique,2015-03-04,P1_2015-02..2018-09,Aucun bloc,independent,0,13,1,1,0,15,13,13,no,13,1,no,1,yes,0.9300699300699301,FALSE
5500c27212bdaa07a353833a,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Article unique,2015-03-04,P1_2015-02..2018-09,Front Populaire,opposition,0,13,1,1,0,15,13,13,no,13,1,no,1,yes,0.9300699300699301,FALSE
5500c27212bdaa07a353833a,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Article unique,2015-03-04,P1_2015-02..2018-09,Nahda,coalition,48,0,9,5,7,69,55,48,yes,48,0.8727272727272727,yes,1,yes,0.9300699300699301,TRUE
5500c27212bdaa07a353833a,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Article unique,2015-03-04,P1_2015-02..2018-09,Nidaa Tounes,coalition,72,0,9,4,0,85,72,72,yes,72,1,yes,1,yes,0.9300699300699301,TRUE
5500c27212bdaa07a353833a,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Article unique,2015-03-04,P1_2015-02..2018-09,Social-Démocrate,opposition,1,5,0,1,1,8,7,6,no,5,0.7142857142857143,no,0.8333333333333334,yes,0.9300699300699301,FALSE
5500c27212bdaa07a353833a,5500b5f812bdaa07a3538337,Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,Article unique,2015-03-04,P1_2015-02..2018-09,Union Patriotique Libre,coalition,8,2,4,1,1,16,11,10,yes,8,0.7272727272727273,yes,0.8,yes,0.9300699300699301,TRUE
5501a41512bdaa07a353833d,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Afek Tounes,coalition,3,0,4,1,0,8,3,3,yes,3,1,yes,1,yes,1,TRUE
5501a41512bdaa07a353833d,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Aucun bloc,independent,13,0,0,2,0,15,13,13,yes,13,1,yes,1,yes,1,TRUE
5501a41512bdaa07a353833d,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Front Populaire,opposition,9,0,5,0,1,15,10,9,yes,9,0.9,yes,1,yes,1,TRUE
5501a41512bdaa07a353833d,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Nahda,coalition,54,0,14,1,0,69,54,54,yes,54,1,yes,1,yes,1,TRUE
5501a41512bdaa07a353833d,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Nidaa Tounes,coalition,55,0,26,4,0,85,55,55,yes,55,1,yes,1,yes,1,TRUE
5501a41512bdaa07a353833d,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Social-Démocrate,opposition,7,0,1,0,0,8,7,7,yes,7,1,yes,1,yes,1,TRUE
5501a41512bdaa07a353833d,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Union Patriotique Libre,coalition,13,0,2,1,0,16,13,13,yes,13,1,yes,1,yes,1,TRUE
5501a5b812bdaa07a353833e,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Article unique,2015-03-05,P1_2015-02..2018-09,Afek Tounes,coalition,3,0,4,1,0,8,3,3,yes,3,1,yes,1,yes,1,TRUE
5501a5b812bdaa07a353833e,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Article unique,2015-03-05,P1_2015-02..2018-09,Aucun bloc,independent,9,2,0,2,2,15,13,11,yes,9,0.6923076923076923,yes,0.8181818181818182,yes,1,TRUE
5501a5b812bdaa07a353833e,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Article unique,2015-03-05,P1_2015-02..2018-09,Front Populaire,opposition,9,0,5,0,1,15,10,9,yes,9,0.9,yes,1,yes,1,TRUE
5501a5b812bdaa07a353833e,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Article unique,2015-03-05,P1_2015-02..2018-09,Nahda,coalition,54,0,14,1,0,69,54,54,yes,54,1,yes,1,yes,1,TRUE
5501a5b812bdaa07a353833e,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Article unique,2015-03-05,P1_2015-02..2018-09,Nidaa Tounes,coalition,54,0,27,4,0,85,54,54,yes,54,1,yes,1,yes,1,TRUE
5501a5b812bdaa07a353833e,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Article unique,2015-03-05,P1_2015-02..2018-09,Social-Démocrate,opposition,7,0,1,0,0,8,7,7,yes,7,1,yes,1,yes,1,TRUE
5501a5b812bdaa07a353833e,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Article unique,2015-03-05,P1_2015-02..2018-09,Union Patriotique Libre,coalition,13,0,2,1,0,16,13,13,yes,13,1,yes,1,yes,1,TRUE
5501a6b912bdaa07a353833f,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Projet de loi dans sa totalité,2015-03-05,P1_2015-02..2018-09,Afek Tounes,coalition,3,0,4,1,0,8,3,3,yes,3,1,yes,1,yes,1,TRUE
5501a6b912bdaa07a353833f,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Projet de loi dans sa totalité,2015-03-05,P1_2015-02..2018-09,Aucun bloc,independent,9,1,0,2,3,15,13,10,yes,9,0.6923076923076923,yes,0.9,yes,1,TRUE
5501a6b912bdaa07a353833f,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Projet de loi dans sa totalité,2015-03-05,P1_2015-02..2018-09,Front Populaire,opposition,9,0,5,0,1,15,10,9,yes,9,0.9,yes,1,yes,1,TRUE
5501a6b912bdaa07a353833f,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Projet de loi dans sa totalité,2015-03-05,P1_2015-02..2018-09,Nahda,coalition,54,0,14,1,0,69,54,54,yes,54,1,yes,1,yes,1,TRUE
5501a6b912bdaa07a353833f,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Projet de loi dans sa totalité,2015-03-05,P1_2015-02..2018-09,Nidaa Tounes,coalition,55,0,26,4,0,85,55,55,yes,55,1,yes,1,yes,1,TRUE
5501a6b912bdaa07a353833f,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Projet de loi dans sa totalité,2015-03-05,P1_2015-02..2018-09,Social-Démocrate,opposition,7,0,1,0,0,8,7,7,yes,7,1,yes,1,yes,1,TRUE
5501a6b912bdaa07a353833f,5500cda712bdaa07a353833b,Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,Projet de loi dans sa totalité,2015-03-05,P1_2015-02..2018-09,Union Patriotique Libre,coalition,13,0,2,1,0,16,13,13,yes,13,1,yes,1,yes,1,TRUE
5501bec612bdaa07a3538343,5501acb812bdaa07a3538340,Projet de loi N°68/2014 portant approbation d'un échange de notes entre le gouvernement de la République tunisienne et le gouvernement du Japon relatif au projet de protection du bassin d'Oued Mejerda des inondations et de la convention de crédit entre le gouvernement de la République tunisienne et l'Agence Japonaise de Coopération Internationale,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Afek Tounes,coalition,4,0,3,1,0,8,4,4,yes,4,1,yes,1,yes,1,TRUE
5501bec612bdaa07a3538343,5501acb812bdaa07a3538340,Projet de loi N°68/2014 portant approbation d'un échange de notes entre le gouvernement de la République tunisienne et le gouvernement du Japon relatif au projet de protection du bassin d'Oued Mejerda des inondations et de la convention de crédit entre le gouvernement de la République tunisienne et l'Agence Japonaise de Coopération Internationale,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Aucun bloc,independent,8,0,5,2,0,15,8,8,yes,8,1,yes,1,yes,1,TRUE
5501bec612bdaa07a3538343,5501acb812bdaa07a3538340,Projet de loi N°68/2014 portant approbation d'un échange de notes entre le gouvernement de la République tunisienne et le gouvernement du Japon relatif au projet de protection du bassin d'Oued Mejerda des inondations et de la convention de crédit entre le gouvernement de la République tunisienne et l'Agence Japonaise de Coopération Internationale,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Front Populaire,opposition,7,0,6,0,2,15,9,7,yes,7,0.7777777777777778,yes,1,yes,1,TRUE
5501bec612bdaa07a3538343,5501acb812bdaa07a3538340,Projet de loi N°68/2014 portant approbation d'un échange de notes entre le gouvernement de la République tunisienne et le gouvernement du Japon relatif au projet de protection du bassin d'Oued Mejerda des inondations et de la convention de crédit entre le gouvernement de la République tunisienne et l'Agence Japonaise de Coopération Internationale,Principe de passage au vote sur les articles,2015-03-05,P1_2015-02..2018-09,Nahda,coalition,47,0,21,1,0,69,47,47,yes,47,1,yes,1,yes,1,TRUE
